gene	log2fc	p
Aifm1	0.477895565596814	0.782728934670521
Erap1	0.478596753965843	0.0951699759395652
Gramd1a	0.478596753965843	0.691999944307702
Map3k7	0.478596753965843	0.717374038271411
Chchd5	0.478596753965843	0.746193878464932
Zbtb2	0.478596753965843	1
Lancl1	0.478596753965843	1
Afmid	0.478596753965843	1
Harbi1	0.478596753965843	1
2610020C07Rik	0.478596753965843	1
Samd10	0.478596753965843	1
Gabbr1	0.478596753965843	1
Upf2	0.479087383129182	0.226815149620041
Prrc2a	0.479130591174855	0.134582148032466
Lztfl1	0.479244719411681	0.211830587596298
Eif1b	0.479358754216425	0.00102518176956863
Mrpl57	0.479368454995683	0.00754186167298259
Tbrg1	0.479449914866454	0.0886859499679435
Fbxw8	0.479550601961516	0.9618816387131
Crcp	0.479728723455766	0.0335286537953082
Emc10	0.479820102670446	0.0469250245603192
Mknk1	0.479913081649215	0.0509052421146049
Nqo2	0.479988645092516	0.656115431988824
Ints4	0.479988645092516	1
Cpsf6	0.480073412273771	0.1312464088339
Sh3tc1	0.480169173784603	0.773594501715318
Lamtor2	0.480332944257961	3.10328525937687e-05
Pdzd11	0.48040351067148	0.0885854766610278
Hp1bp3	0.480536963799633	0.0101784142438229
Ssbp1	0.4805716961509	0.0875724707437797
Cul4b	0.480851552613248	0.332719921447751
Cdip1	0.480851552613248	0.904373699530207
Mthfr	0.480923681955599	0.312034814493155
Micu1	0.481040964700231	0.116452715162313
Oxr1	0.481054730020518	0.0850031443816131
Rps18	0.481062391256674	0.000290632433850946
Unc93b1	0.481146095263716	1.10941970696811e-08
Fosb	0.481170697629675	1.64401385291294e-05
Shq1	0.481170697629675	1
Tnfrsf18	0.481170697629675	1
Naa20	0.481476385742036	0.00269649525492417
Tceanc2	0.481476385742036	0.614162382820204
Mbd1	0.481476385742036	0.896231331705924
Cpsf7	0.481743309282709	0.165398828794443
Kifbp	0.481864467799754	0.428206746110974
Xxylt1	0.481864467799754	1
Ube2e3	0.481917112257456	0.0529751503881015
Trappc12	0.482187037961172	1
Srrt	0.482526467095953	0.100788367236699
Cacna1d	0.482643587028552	0.0164647525654541
Fkbp15	0.482692413326575	0.0801412111049468
Itm2b	0.482766473297817	5.03816290139613e-09
Hip1	0.482772040105381	0.0108176138349605
Zbtb8os	0.482846226967202	0.207821390137547
Mrpl1	0.48307023054515	0.332988226354677
Dop1a	0.48307023054515	0.968926850448695
Zscan21	0.483070230545161	1
Adamtsl4	0.483070230545161	1
Zcchc3	0.483070230545161	1
Smg6	0.48328654286896	0.138819792954497
Coa3	0.483325582333345	0.00312525956463826
H4c4	0.483391937546348	0.0978858347817726
Spcs1	0.483705676389827	6.22251571315123e-07
Snx2	0.483707721459924	1.74326990105796e-06
Mrps21	0.48386027941675	0.000358683600500863
Trp53rka	0.484529709719585	1
Ywhaq	0.484671268375531	0.0383988034871451
Ppil3	0.484781951182055	0.197610510693553
Prkra	0.484781951182055	0.414685212481084
Tbl1x	0.484870866472265	0.0965838499005828
Agpat3	0.484943860731727	0.730413254041162
Slc36a3os	0.484943860731727	0.97215206162303
Sos2	0.485253651379452	0.536731525360197
Eny2	0.485281779298677	0.123649181667322
Rpl37a	0.485381007933284	5.84676870025854e-11
Tcea1	0.485608812078821	0.0014498530351183
Hnrnpa2b1	0.485669958398332	0
Tnfaip8l1	0.485686178752163	1
Raet1d	0.485686178752163	1
Tm6sf1	0.485794096247887	0.0502307197721409
Dnttip2	0.486020097291071	0.0606139937328261
Golga2	0.486084218495595	0.761940769282009
Ndufa3	0.486126494653917	0.000262139227025049
Hsf1	0.486178818347492	0.453006731699279
Ppp4r1	0.486245254535522	0.438434653971177
Gmcl1	0.486332402745455	0.861944194455904
Slc25a32	0.486332402745455	0.92771713209613
Tial1	0.486424470074196	0.0183446385812805
Brd9	0.486451737295412	0.682069760050237
Pik3r6	0.486451737295412	0.82282940892119
Rab18	0.486481095870126	0.0662936593482398
Sugp1	0.486625127721779	0.796786719126852
Zc3h15	0.486777190440328	0.00218691881899184
Clock	0.486832904065615	0.258074925089926
Cdc16	0.487402651341189	0.789006255737007
Ap2a1	0.487402651341189	0.847256623837651
Gpd1l	0.487402651341189	0.892830241002865
Ppp1r37	0.487402651341189	1
Pdp2	0.487402651341189	1
Dgcr8	0.487402651341189	1
Srp68	0.487677476571257	0.624444541162856
Slc36a1	0.488252795762301	0.733237274750558
Tbc1d17	0.488252795762301	0.749464349553021
Atp5g3	0.488306878911307	4.2772457702115e-10
Agpat5	0.488306878911307	0.34481398293627
Plekhm1	0.488346926518931	0.555419491166967
Ndufv2	0.488377774758437	0.000538312888376397
Tbc1d2b	0.488438698093715	0.281927713901441
Bcap31	0.488662240539591	0.00232619719028106
Rpain	0.489006537043782	0.275419831432847
Gtf2a1	0.489097613401306	0.469494910587936
Oma1	0.489243998165351	0.748813582789683
Ulk2	0.489314772284969	0.394987726107048
Ddx54	0.489418058012447	0.0942047620761077
Trip10	0.489518040343191	0.828949528821667
4930455G09Rik	0.489518040343191	1
Hnrnpul1	0.489725458220184	0.00938132441449301
Cgrrf1	0.490001517238101	0.648858108794399
Prorsd1	0.490215837232677	0.506114987402849
Gm20234	0.490771467911954	1
Surf6	0.491224362293593	1
Adcy7	0.491382908921695	0.31603593014245
Sucla2	0.491600603015744	0.230875662893696
Snx4	0.491712253756108	0.100213168966193
Il21r	0.491918132463679	0.899429202152171
Rps6kc1	0.492189698589831	0.703798292103784
Deptor	0.492189698589831	0.868048205319293
Nln	0.492251557097327	0.144782487627082
Rps15a	0.492577518090506	1.67467886336655e-10
Ubr3	0.492810613185552	0.127611374952021
Lmf1	0.492810613185552	1
Srprb	0.493114562421034	0.288763779265594
Pip5k1a	0.493360106637591	0.0623600205612137
Sumo3	0.493414293384423	0.0316125398023236
Rpl23	0.493421326821225	2.12863086995247e-09
Ppp1cc	0.493539255060096	0.00543525059280704
Clta	0.493654122998622	9.74109681806112e-13
Efhd2	0.493980928676393	4.77346131043607e-09
Fnip2	0.4942376008308	4.13399063724892e-11
A630001G21Rik	0.49436406982416	0.199589585996747
Slc39a7	0.494928331057016	0.0754487362269644
Tmco1	0.494961152028681	0.0901204022616113
Ndufs7	0.495418246179789	0.000347925232655699
Cmc1	0.495670267324792	0.0708024503760157
Iah1	0.495670267324792	0.0789064565069946
Tmx1	0.495670267324792	0.178800845922769
Map2k7	0.495670267324792	0.361281358079484
Ndufaf2	0.495670267324792	0.409971698556905
Snhg12	0.495670267324792	0.544177185353204
Chaf1b	0.495670267324792	0.896052931318864
Rfc5	0.495670267324792	0.97215206162303
Zbed5-ps	0.495670267324792	1
Fam234b	0.495670267324792	1
Ints1	0.495670267324792	1
Kat8	0.495670267324792	1
Tars2	0.495670267324792	1
Cc2d1a	0.495670267324792	1
Cdc25a	0.495670267324792	1
Scai	0.495670267324792	1
Afg1l	0.495670267324792	1
Dusp7	0.495670267324792	1
Elovl6	0.495670267324792	1
Clcf1	0.495670267324792	1
Tubd1	0.495670267324792	1
Peg13	0.495670267324792	1
Plekhh3	0.495670267324792	1
Sdr39u1	0.495670267324792	1
Gm44649	0.495670267324792	1
Gm19710	0.495670267324792	1
Gm30431	0.495670267324792	1
Calml4	0.495670267324792	1
Acoxl	0.495670267324792	1
Klk1	0.495670267324792	1
Rbm12b1	0.495670267324792	1
Sytl1	0.495670267324792	1
4930590J08Rik	0.495670267324792	1
2900041M22Rik	0.495670267324792	1
Cercam	0.495670267324792	1
Gm48236	0.495670267324792	1
2810001G20Rik	0.495670267324792	1
Cmbl	0.495670267324792	1
Derpc	0.495670267324792	1
Dkkl1	0.495670267324792	1
Snn	0.495670267324792	1
Hsf2bp	0.495670267324792	1
Tcaf1	0.495670267324792	1
Hspb8	0.495670267324792	1
Gm56859	0.495670267324792	1
Kctd2	0.495670267324792	1
Mcm10	0.495670267324792	1
Gm26728	0.495670267324792	1
Ntm	0.495670267324792	1
Gm57045	0.495670267324792	1
Mkks	0.495670267324792	1
Gm10184	0.495670267324792	1
Gm36287	0.495670267324792	1
Gm57245	0.495670267324792	1
Gm19605	0.495670267324792	1
Pcsk4	0.495670267324792	1
Cacna1e	0.495670267324792	1
Gm44066	0.495670267324792	1
Mmp28	0.495670267324792	1
Eid3	0.495670267324792	1
4732491K20Rik	0.495670267324792	1
Nrgn	0.495670267324792	1
Exosc4	0.496541723129534	0.167078804426386
Uba52	0.496711548525456	0.00342649438134469
Nop56	0.496823961941163	0.00857427525242532
Rpl32	0.496997766599555	1.64394616101889e-09
Dhx9	0.496999327797308	0.0166632602978999
BC005537	0.497182130225414	2.09701884485731e-10
Rnase4	0.497188094967044	0.0222364552386912
Erlec1	0.497212432133197	0.216657690150066
Ncf1	0.49725303768748	0.00153335073263712
Crbn	0.497376589275196	0.310762499520662
Myo5a	0.49743936017784	0.0170149064822347
Fam98c	0.497506925804408	0.451044264560887
Rmi1	0.497744595562643	0.65213415686073
Yipf3	0.498314988580357	0.038348014731686
Dpp8	0.498786240546642	0.0438451087916059
Alkbh6	0.49906085652556	0.259229986410722
Jagn1	0.49906085652556	0.616826985679138
Cuedc2	0.499173115409089	0.00084236557383165
Hddc2	0.499318044339938	1
Bcas3	0.499461846487162	0.676054884111449
Tgfbr1	0.499617451841456	0.156254281100825
Med1	0.499617451841456	0.369271475418743
Nelfcd	0.499617451841456	1
Zfyve16	0.499845943295985	0.180231554343934
Stx4a	0.499868033928688	0.00573248957113037
Utp23	0.499876378295	0.107356014677888
Dusp2	0.499916167083226	0.00104175221531872
Mdh1	0.499941028847663	0.00368815723309553
Lrwd1	0.49997040475841	1
Psmd13	0.500254173302985	0.00313743512865251
Mcm4	0.500906915690937	0.656984237583382
Ap4b1	0.500906915690937	1
Timm23	0.500940675183636	0.000949261786284743
Dgkd	0.500979178709851	0.0659414234195434
Dgkz	0.501067194363227	0.00697451478529576
Stat6	0.501104153375417	0.0109002499256011
Akap8	0.501208450866221	0.252349553590715
Tmem176b	0.501399443163447	0.0487820693634693
Psmb5	0.501570868764471	1.0992301117327e-06
Rpn1	0.501669007946236	0.0485468739809477
Afg3l2	0.501732020111986	0.127396869359565
Celf1	0.501974844178996	0.0861822191703287
Tbc1d14	0.502364919898795	0.110172430697829
Bcat2	0.502789679224963	0.204620703525147
Coa6	0.502865768728998	0.726541887673901
Cep20	0.502975067948022	0.376985430000508
Cct8	0.502984729359105	0.00214720373665501
Spp1	0.503007627558266	0.00760166242818908
Ncoa3	0.503049797690388	0.0032568731209485
Zfp639	0.503049797690388	0.675491195845266
Pex14	0.503203940010192	0.294944337928682
Creb5	0.503243487029594	0.000788909465029597
Rasal3	0.50344761791651	0.834518933465353
Hmgn3	0.50344761791651	1
Rps6kb1	0.503589930621023	0.0246636040381769
Plekho2	0.50359550826953	0.00100184862975012
Ecpas	0.503775316961841	0.0437961792040229
Arid2	0.503890774129754	0.309141185336675
Cebpz	0.504074967560061	0.0320653497555986
Cers5	0.504074967560061	0.0380503636039376
Cysltr1	0.504131846072982	0.0163363510718048
Ckap5	0.504131846072982	0.120149119532833
Angel2	0.504131846072982	0.396034983335299
Bzw1	0.50414842124909	3.33740732221641e-06
Ddost	0.504230072118357	0.00477216303985267
Mrpl53	0.504283397629499	0.0698520977656425
Rwdd1	0.504322137577702	0.00304955325102756
Mat2a	0.504387484425898	0.0762283535078941
Nrm	0.504387484425898	0.549151991680028
Ddx42	0.504494117711799	0.00600821054917716
Bcl2l13	0.504521184907052	0.636695841084505
Exoc7	0.504521184907052	0.872772187806943
B4galnt1	0.504566667813186	0.29606957308869
Ciz1	0.504948080912795	0.728641410557965
Ccdc15	0.504948080912805	1
Got1	0.505043254910322	0.0216932497650061
Dlgap4	0.505099680244715	0.0454982143277514
Rfk	0.505151320335672	0.139693425631902
Cyc1	0.505256316153992	0.000253735811420543
Hdgf	0.505285356201511	0.00272549371960391
Atp6ap1	0.505363663528629	0.000251993868741975
Cox5a	0.505374422931983	2.30441436729653e-11
Emc7	0.505480386150697	0.00109252836952891
Serpinb1a	0.505585736189873	0.440782683854935
Ube2m	0.505854961010266	0.111370558377253
Ywhae	0.506121798976902	1.09856688231541e-07
Hcfc1	0.506162641142427	0.749504579483075
Hps1	0.506317511524297	0.920914309645708
Bms1	0.507165906162614	0.428206746110974
Arhgap5	0.507165906162614	1
Ttc21b	0.507165906162614	1
Gdpgp1	0.507165906162614	1
Slc39a4	0.507165906162614	1
Alg10b	0.507165906162614	1
Rapgef5	0.507165906162614	1
Son	0.50753177062686	6.23357759588584e-08
Akirin2	0.50764290899086	0.605571172643525
Cox6b1	0.507696650228529	0
Pias2	0.507743099625366	0.623268626272545
Capn2	0.507779949602781	0.00488069546521692
Rab1b	0.507837083211656	0.00078382805891406
Xist	0.507994485705385	1.80096697174892e-07
Terf2ip	0.508161211507987	0.428206746110974
Mga	0.508381319074343	0.22631669615119
Capns1	0.508418245686475	9.24478007427834e-07
Sirpa	0.508478043625411	1.04468530527183e-06
Rrm1	0.508726420150239	0.893255622221451
Atpaf1	0.508726420150239	1
Eif1ax	0.50884565607252	0.0144052472707334
Rpl31	0.50886419363464	2.25233165451755e-11
Cyfip1	0.509117588766007	2.97116294957926e-07
Gnl1	0.509185073799268	0.632122419835075
Slc38a6	0.509345204221867	0.644094757832809
Pot1b	0.509345204221867	0.897657708764506
Ppfibp1	0.509345204221867	1
Scfd2	0.509345204221867	1
Slc30a6	0.509345204221867	1
Bloc1s3	0.509677125318672	0.379762725399255
Zfp809	0.509677125318672	1
Uimc1	0.509791375569439	0.0479702684719015
Brd7	0.509824361634653	0.0544115109464143
Cfap36	0.509884126544492	0.327220401448514
Rpl22	0.509925232480636	4.48049666038147e-10
Inip	0.510025560301855	0.704265150551992
Spcs3	0.510128320018479	0.184235289056094
Chd6	0.510267643537747	0.455565164038436
Get4	0.510293601794975	0.0485224977856267
Cox7b	0.510536433706045	1.53192222859535e-09
Mrpl3	0.510777159715002	0.235309451410174
Raet1e	0.510777159715002	0.795042914156283
Ppp2r1b	0.510777159715002	0.842986515979909
Gstt2	0.510777159715002	1
Slurp1	0.510777159715002	1
Slc5a3	0.510777159715002	1
Snapc5	0.511111697696993	0.0220398992014499
6820431F20Rik	0.511221270859301	0.120376177999965
Tagln2	0.511563029471686	8.51354834242301e-07
Usp5	0.511692285049131	0.189664640306113
Ahsa2	0.511789932688068	0.370418435542563
C2cd3	0.511789932688068	0.752091623570681
Ctsa	0.512192723237446	7.04896388173084e-11
Dffa	0.512544085889186	1
Fut8	0.51272543150452	0.304573614227758
Rpl30	0.512948258756625	5.24903145339394e-11
Tmem60	0.513052345553023	0.346691248706852
Msl3	0.513127464401338	0.838013555135138
Lpxn	0.513151966902905	0.0233001712932386
U2af1	0.513170172009694	8.27185080653586e-06
Ndufa11	0.513351103378827	6.55573339492377e-06
Nono	0.51349726429666	0.0083855661770035
Ptger2	0.513592175322048	0.983039938126284
Strip1	0.513592175322048	1
Lztr1	0.513592175322048	1
D030028A08Rik	0.513592175322048	1
Zfp398	0.513592175322048	1
Ppp4r2	0.513901004401871	0.138686292847951
Eif4a1	0.514098367312456	0
Ipo7	0.514220663696566	0.113903166768368
Dynlt3	0.514285945492138	0.0518719718374098
Ssbp4	0.514436244491196	0.0153348681936272
Mtif3	0.514467862778913	0.733237274750558
Slc1a5	0.514599995859642	0.305013803388848
Mgat5	0.51466967500257	0.120572761464599
Psmd6	0.51477909027249	0.0185296777535731
Lman1	0.514861087205703	0.0599692856797286
Smdt1	0.514882656162572	2.50032153875847e-11
Csk	0.514924824404738	0.00938386237637672
Aspscr1	0.514975790121579	0.391412588315074
Itgb2	0.515119740205516	9.59021994015988e-14
Exoc4	0.51518292373654	0.00749054072177724
Trrap	0.515250636294306	0.346958525346035
Pisd	0.515433522146217	0.138601679931624
Zdhhc5	0.515433522146217	0.30923493761153
Mapk1ip1	0.515433522146217	1
Atm	0.515433522146217	1
Rsl1d1	0.515848149262421	0.010053732939124
Fbxo22	0.515848149262421	0.513772547996729
Snx13	0.515929106308585	0.0877590254308051
Srsf4	0.515954538779148	0.386517691442782
Mfsd14b	0.516049347929626	0.418637049329628
Ccdc58	0.5161343698845	0.489446452808365
Sem1	0.516213844808046	0
Ranbp10	0.516246628768028	0.482429999372104
Ubr4	0.516503770741951	0.0804537952331298
Hycc1	0.516570347960674	0.0597291048367019
Larp4	0.516761681058583	0.0623650113677993
Mbd3	0.516816076196334	0.409934330244342
Smyd3	0.517696573654786	0.350279555246497
Mrpl45	0.517696573654786	0.632143997369026
Anks3	0.517696573654786	1
Tgm3	0.517696573654786	1
Zhx2	0.517696573654786	1
Pdik1l	0.517696573654786	1
Gpt	0.517696573654786	1
Dyrk1b	0.517696573654786	1
Gm13963	0.517696573654786	1
1700010I14Rik	0.517696573654786	1
Pfkfb2	0.517696573654786	1
Dph1	0.517696573654786	1
Gm4633	0.517696573654786	1
2310011J03Rik	0.517958334526569	0.024841116850975
Bcl7c	0.518144129123212	0.183575776565879
Ech1	0.518195804886796	0.0022496039525109
Yeats4	0.518271696261917	0.00748151623445818
Kansl2	0.518441574983446	0.58795654789422
Bicd2	0.518653585325625	0.451044264560887
Pgp	0.518925619625094	0.244042095661163
Ankrd17	0.518999703578894	0.0190326534165246
Nubp1	0.519005338523095	0.00324605695304139
Nfe2l1	0.519129240148778	0.080383088120432
Immp1l	0.519238738463191	0.348610129775515
Mri1	0.519238738463191	0.733237274750558
Tmem161a	0.519238738463191	0.957448997863716
Pwwp2a	0.519238738463191	1
Mrpl10	0.519321535389431	0.19284806846971
Eea1	0.519726292668348	0.000737780555414793
Tmem185b	0.519765942942256	0.0681148397466474
Sf3a1	0.519801929797687	0.11960106312167
Acot8	0.519917813571463	0.0534984071390839
Tmem208	0.51995932937817	0.00137088897553188
Ndufa13	0.519984992218816	1.03022681037701e-08
Ndufa1	0.520398250550851	1.02540833552827e-05
Dnah2	0.520544935963818	0.754507537131411
Klf16	0.520544935963818	1
Evi5l	0.520544935963818	1
Mrpl18	0.52060355946454	0.000877451108633314
Psmc4	0.520840843059693	0.000971932804483707
Dcakd	0.520840843059693	0.684409918004774
Dcxr	0.520953631445552	0.0580659944789592
Kif1b	0.521013115439254	0.0475731009394692
Git1	0.521013115439254	0.692365547389392
Rcan3	0.521013115439254	1
Derl2	0.521074812577883	0.148280894897424
Smarcb1	0.521074812577883	0.174158600921755
Gpat4	0.521125848007463	0.290254511795053
Prcc	0.52120535943193	0.690679531568654
Prkaca	0.52120535943193	0.773594501715318
Gatad2b	0.5212465140308	0.0479423971326182
Rpl35a	0.521436603795561	2.89729463388723e-13
Kif2a	0.521665475857738	0.0485430888436771
Hyou1	0.521665475857738	0.375748929481164
Cbx8	0.521665475857738	1
Prkcg	0.521665475857738	1
Sin3a	0.522168069501864	0.184433379144561
Cgas	0.52240664979692	0.808749685268329
Wipi1	0.522637314925056	0.738923928318195
Samd11	0.522637314925056	1
Acadvl	0.522816409337915	0.328274547717126
Rps21	0.522934607064242	5.23624451878843e-12
Txnl1	0.523017314373604	2.87848926558729e-05
Ganc	0.523076424665438	0.807377893185109
Zfp207	0.523173782363014	0.0268976866865599
Ubqln1	0.523441100747585	0.0439470720437616
Rilpl2	0.523498304158153	1.03782456006098e-06
Gde1	0.523840940015945	0.471209109001256
Srsf6	0.524011883042757	0.0450515916510298
Mbd6	0.524239419521558	0.630333398459272
Heatr3	0.524239419521558	0.731861751476637
Gm43813	0.524239419521558	1
Atp23	0.524239419521558	1
Ccdc180	0.524239419521558	1
Smpd2	0.524239419521558	1
Myef2	0.524239419521558	1
Pced1b	0.524239419521558	1
Maged2	0.524239419521558	1
Fam169b	0.524239419521558	1
Gm43696	0.524239419521558	1
Cbx6	0.524239419521558	1
Mlh3	0.524239419521558	1
Slc35c2	0.524613223135752	0.0790637159785437
Sh3kbp1	0.524649334296554	0.00171611289436995
Mrpl34	0.524779855954506	0.0876666716679344
Gns	0.524795019632194	0.000108930444885106
Synrg	0.524907488549884	0.359081107805365
Alg13	0.524907488549884	0.605858500156242
Wdfy1	0.525145160918408	0.00469615861840581
Aimp1	0.5252145429388	0.0118093431940499
Apoc2	0.525390965444787	1.11608526733504e-07
Smad2	0.525417610718839	0.131401672499558
Fance	0.525505496865552	1
Mtx1	0.525645326770281	0.00826028950697446
Mocs2	0.525645326770281	0.0434122389185503
Psmd12	0.525695584208279	0.000542561929083109
Rnf126	0.525819878004491	0.583251537864906
Ift27	0.52604391636831	0.823872917075689
Ppp2r5d	0.52604391636831	0.996988749759973
Rttn	0.52604391636831	1
Gnptg	0.526662081788415	0.353935208624652
Lonrf1	0.526757945108886	1
Gtf3c2	0.527034438234127	0.31333701733442
Ndufs8	0.527315893941253	0.000313934988752106
Insr	0.527379127052129	0.668311863413573
Disc1	0.527379127052129	0.858286060061954
Gm56915	0.527379127052129	1
Pyroxd2	0.527379127052129	1
Skp2	0.527379127052129	1
Enc1	0.527379127052129	1
Elp5	0.527644328347157	0.0317733618098927
Hcst	0.528091745017171	0.0254534730398178
Pmpca	0.528407053736791	0.131387490836746
Cops5	0.528699067712262	0.0987362725455992
Uck1	0.528699067712262	0.907529341676241
Hexb	0.528826689017212	0
Rbfa	0.52903508612321	0.209845628990834
Rplp2	0.529195627159474	3.60950585659863e-12
Xrcc4	0.529222827035814	0.0352797351847739
Cox18	0.529222827035814	0.407125088486041
Parvg	0.529222827035814	0.603615571554959
Chchd6	0.529222827035814	0.733237274750558
Kctd3	0.529222827035814	1
Srsf7	0.529482488032502	3.65148374489026e-06
Nvl	0.529503862400669	0.26898237474574
Smarcd1	0.529570673943076	0.521450224458224
Pdlim2	0.529679159489683	0.156141120450955
Ncbp2as2	0.529749564049684	0.00168737048824685
1500011B03Rik	0.529885982662701	0.0337007631574857
Snx5	0.529909937947365	5.54011829530467e-09
Fdxr	0.530435685485461	0.829532693887053
Dhodh	0.530435685485461	1
Gba2	0.530435685485461	1
Trmt10b	0.530435685485461	1
mt-Nd1	0.530561524693617	7.62253721498103e-09
Rae1	0.53059860062774	0.230726900075106
Phb2	0.530621139744282	0.00101946041306211
Gltp	0.530658880448789	0.00956975229538176
Ehmt1	0.530898755635768	0.0755151461049143
Pfdn1	0.53121978257098	0.00566434001946968
Rnf41	0.53129417705551	0.0331096638496293
Supt16	0.531721000891014	0.00134282478828693
Nfu1	0.531838775242824	0.0890605838142743
Bloc1s4	0.531838775242824	0.0942047620761077
Cox15	0.531933811311561	0.979136203098566
Abitram	0.531933811311561	1
Lrrc45	0.531933811311561	1
Atp5l	0.532038570781595	0
Acadm	0.532042656989748	0.110035646906965
Cwf19l2	0.532276738586981	0.438237094376199
Rdh11	0.532428817334906	0.167015525244662
Coa7	0.532428817334906	0.462212355227436
Nit1	0.532428817334906	0.589253230728968
Rfx2	0.532428817334906	0.828949528821667
Vps35	0.532654385289644	0.00202147133507132
Cyren	0.532823265742253	1
Gabpa	0.532991893530522	0.562485516718147
Fbxo31	0.533144972743449	0.865890569171534
Tmem254	0.533144972743449	0.97215206162303
Cpt1a	0.533284559124567	0.105225519004819
Dbf4	0.533284559124567	0.45265221581645
Rxylt1	0.533412361316338	0.219268527482887
Cpeb4	0.533638117523809	0.25707806585944
Atl3	0.533770057259686	0.207616216892779
Gm7072	0.533998385983892	0.970819381108405
Vkorc1l1	0.534144415139428	0.942362720082922
Rassf3	0.53417808717128	0.0681914283569504
Ywhah	0.534444465361071	1.36402644239021e-06
Irs2	0.534739832003379	0.596258910928726
Epb41l4aos	0.534808661231747	0.600641842864555
Adrm1	0.534871717462922	0.0361056951478807
Triap1	0.534929697772019	0.0330991932123985
Rabep1	0.53507865188302	0.017594764222874
Rwdd4a	0.53507865188302	0.23794650965811
Apobec1	0.535125532136164	7.80448372468123e-08
Sfpq	0.535335808440776	0.000764686347587691
Pip5k1c	0.535756835052658	0.0209610534182192
Ddx24	0.535809658178005	8.19202167100265e-05
Selenoh	0.536312251822132	0.0518079973966658
Atxn1l	0.536312251822132	0.478309070627609
Ift57	0.536312251822132	0.502081035865283
Fbxl15	0.536312251822132	0.536461919734287
Pithd1	0.536312251822132	0.645668368655332
Ttc33	0.536312251822132	0.651483081360666
Nle1	0.536312251822132	0.682103653329445
Dpy19l4	0.536312251822132	0.733237274750558
Sirt3	0.536312251822132	0.833712461065315
Gm30211	0.536312251822132	0.849202806271161
Haus6	0.536312251822132	1
Nbeal2	0.536312251822132	1
Gm56765	0.536312251822132	1
Larp1b	0.536312251822132	1
Lipt2	0.536312251822132	1
Rsph3b	0.536312251822132	1
1700030K09Rik	0.536312251822132	1
Zfp7	0.536312251822132	1
Fktn	0.536312251822132	1
Cdiptos	0.536312251822132	1
Gm13067	0.536312251822132	1
BC037704	0.536312251822132	1
Gm12248	0.536312251822132	1
Gm57017	0.536312251822132	1
Bend6	0.536312251822132	1
Kifc1	0.536312251822132	1
Col1a1	0.536312251822132	1
Senp8	0.536312251822132	1
Oscp1	0.536312251822132	1
Foxf1	0.536312251822132	1
Azin2	0.536312251822132	1
Gm20652	0.536312251822132	1
Tubb6	0.537056484513842	4.10761146358906e-06
Zzz3	0.537414808269291	0.0778283154029223
Trim27	0.537414808269291	0.240204561879751
Smim30	0.53754690747377	0.0131181108840041
Cnpy2	0.537828484269516	0.0738146488788387
Abcf1	0.538033639737716	0.00253918982572531
Polr3d	0.538105533645182	0.487828024867456
Wdfy3	0.538465207065576	0.0154275581409268
Snapc3	0.538578858794077	0.82761536498697
Snx27	0.538656192290436	0.410359864133966
Rps28	0.538755831472947	6.5390273840832e-13
H2-Q2	0.538827849740921	0.133150645594528
Hilpda	0.538897264233657	0.00100196967353581
Morf4l2	0.539138295900897	0.00256680000414329
Hmbs	0.539138295900897	0.418790668881525
Smc3	0.539536152696422	0.0710449464294772
Psmd2	0.539577948339475	0.00107123389735623
Washc3	0.539762851507962	0.0744691663962115
Ldlrap1	0.540423668229342	0.160334381263109
Fam204a	0.540524503109047	0.0192790392873721
Katnbl1	0.540524503109047	0.192438947548605
Tbp	0.540524503109047	0.485834121061319
Ankrd52	0.540524503109047	0.624444541162856
Pex11b	0.540524503109047	0.829809812803607
Pelo	0.540524503109047	0.857699077221304
Tpk1	0.540524503109047	1
Gna11	0.540524503109047	1
Rbm28	0.540630408415828	0.0586130443084527
Mrps16	0.540647176043174	0.00397407825185981
Prpf19	0.540657722098098	0.216704495046234
Haus7	0.541113238085957	0.327128181042391
Cotl1	0.541240400065199	0
Dek	0.541362358017656	0.000325455461811912
Gm57204	0.54139754098192	0.324981545397836
Akt1s1	0.541473956937915	0.894580767843349
Ormdl1	0.541473956937915	1
Renbp	0.541829256789704	0.0194622573995166
Sdhaf1	0.541893284085437	0.0279838211493604
Dtd2	0.541893284085437	0.855507137979331
Slc20a2	0.541893284085437	1
Atmin	0.542129578417446	0.529061804859404
Dnmt1	0.542281209616378	0.391170321377933
Stk11	0.542849168492469	0.0125712519873907
Ano6	0.542890899978814	0.0077768210130148
Lsamp	0.542975982103147	0.0149978674557768
Nectin1	0.542975982103147	0.387007600837464
Vps11	0.542975982103147	0.682497082564741
Zfp142	0.542975982103147	1
Btbd10	0.543315639559895	0.428206746110974
Hsd17b10	0.543348242469266	0.0272496578741778
Mier3	0.543436686255514	0.817531684268121
Ago3	0.543580252286173	0.20986251381116
Ndufs1	0.543691782187732	0.155009599746801
Fkbp8	0.543906452977638	0.00463080987271703
Fbxl17	0.543965824365569	0.0307223316364092
Ncor2	0.544174369595108	0.0169067617476983
Rcsd1	0.544261004937625	0.590604127830529
Rangap1	0.544338392361054	0.10475575197735
Zfp667	0.544579867805736	0.313175979440265
Mtmr2	0.544579867805736	0.389855100393681
Smim13	0.544579867805736	0.648977984385322
Ogg1	0.544579867805736	0.733237274750558
Gm10033	0.544579867805736	0.77266631682715
Bora	0.544579867805736	1
