gene	log2fc	p
Taok2	-0.136597948174724	1
Hnrnph2	-0.135959620116676	1
Acvr2a	-0.135541713197713	1
Ogfr	-0.135426691734594	1
N4bp2	-0.135426691734594	1
Ak3	-0.135253689431093	1
Emb	-0.135077554372668	0.00842492874169389
Clec4e	-0.134874292474359	4.28183088468796e-09
Adgrg3	-0.134380122924906	1
Ceacam19	-0.134380122924906	1
Ift81	-0.134380122924906	1
Gm33782	-0.134380122924906	1
Nek3	-0.134380122924906	1
Gm34276	-0.134380122924906	1
1110035H17Rik	-0.134380122924906	1
Hus1	-0.134380122924906	1
Zfp995	-0.134380122924906	1
Vrk3	-0.132823537583228	1
Edc4	-0.132066257086659	1
Rab11fip1	-0.131781842094927	0.365578483642044
Fpr2	-0.131701354362587	1
Cd86	-0.131685689134654	0.730930590171654
Klhl12	-0.131670835666919	1
Fam120aos	-0.131112409090994	1
Grk3	-0.130651263157425	1
Tnrc18	-0.130467196629037	1
Ccr7	-0.130264014452674	1
Supt6	-0.129834896352874	1
Aim2	-0.129764725629248	1
Ift172	-0.129649971012509	1
Tm2d2	-0.128943594730519	0.32691018999161
Cd3e	-0.128820597583005	0.98625501110374
Pde5a	-0.128820597583005	1
Parp14	-0.128703500465056	1
F10	-0.128475496507113	0.81376339932567
Eif2ak2	-0.128350740864671	1
Capn15	-0.128286365012231	1
Il1rn	-0.128260798685382	0.678060634459026
Gm56626	-0.12763854504585	1
Ly6e	-0.127493052465301	0.687946320124197
Fbxw2	-0.127339137544332	1
Sema4d	-0.126862153640889	0.455267454841057
Fam210b	-0.126836602256502	1
Slc30a1	-0.126735562578561	1
Tpst1	-0.126431369809415	1
Ripk1	-0.126320353130955	1
Cemip2	-0.126218802394725	1
Tyk2	-0.125818109421481	1
Spef1l	-0.125818109421481	1
Chn2	-0.125818109421481	1
Nudt1	-0.125818109421481	1
Polk	-0.125818109421481	1
Copg1	-0.125818109421481	1
Map3k13	-0.125818109421481	1
Catsper2	-0.125818109421481	1
Thnsl1	-0.125818109421481	1
Hibch	-0.125818109421481	1
Dusp18	-0.125818109421481	1
Gm10501	-0.125818109421481	1
Tut7	-0.12573763556616	1
Rbms2	-0.124481661858667	1
Tgm2	-0.12442410485637	0.0407089178125801
Trp53bp2	-0.124399669585571	1
Ms4a8a	-0.123938376203259	0.77289802156193
AI839979	-0.123751704139739	1
Tnrc6b	-0.122863837140895	1
Arl5b	-0.122750875073666	1
Arid3a	-0.122650830342798	1
Src	-0.122650830342798	1
Prxl2c	-0.122459097331567	1
Stk17b	-0.122242655197655	0.384580344088954
Ppm1d	-0.122148061548413	1
Slc35b3	-0.121713711088745	1
Itprip	-0.121556082567323	1
Slfn1	-0.121474616782448	9.30082950445561e-12
Crebzf	-0.121001093123705	1
Kpna4	-0.120424850651263	1
Atg2a	-0.120328272758992	1
Hif1a	-0.120306543624186	0.225507180538285
Rnf114	-0.120044172134794	1
Smpdl3a	-0.119446804199281	0.0222364552386912
Btbd9	-0.119338856801722	1
Xdh	-0.118941570945412	0.167733420891437
Shb	-0.118811320316422	1
Taf8	-0.118438579055884	1
Lnpep	-0.118104583212075	1
Mfap1a	-0.117912911336135	1
Sik3	-0.117788570015427	0.523994100024655
Gm20732	-0.117720641722885	1
Snx20	-0.117520616661436	0.89988486889556
Il17ra	-0.117204979116773	1
Castor2	-0.117115915620687	1
Use1	-0.116259280996636	1
Psmb8	-0.116217339139206	0.298212937563053
Ptchd1	-0.115764444757558	1
Trim39	-0.115764444757558	1
Pim2	-0.115764444757558	1
Csad	-0.115764444757558	1
Gm30660	-0.115764444757558	1
Armcx6	-0.115764444757558	1
Tprn	-0.115764444757558	1
Gm56551	-0.115764444757558	1
6820445E23Rik	-0.115764444757558	1
Gm17552	-0.115764444757558	1
Ackr3	-0.115764444757558	1
D17H6S53E	-0.115764444757558	1
Kif18a	-0.115764444757558	1
Fbxo21	-0.115764444757558	1
Gm16091	-0.115764444757558	1
Crtc1	-0.115764444757558	1
Nthl1	-0.115764444757558	1
Gm34316	-0.115764444757558	1
Pfkl	-0.114978877060017	1
Pla2g4a	-0.114934116653551	0.902975840542449
Gm26740	-0.114183408938078	1
Tax1bp1	-0.113663909136852	0.509467654264312
Mvd	-0.112971229865878	1
Stimate	-0.112562012719215	1
Ero1b	-0.112562012719215	1
Cpne3	-0.112562012719215	1
1500015A07Rik	-0.112012309896451	1
St3gal6	-0.111552193470644	0.941559389738898
Zbtb24	-0.111527451871087	1
Ahi1	-0.111457889198836	1
Slc35c1	-0.111234786277044	1
Pck2	-0.111234786277044	1
Cdkn2aip	-0.111234786277044	1
Atf6	-0.110869634332015	1
Il1r2	-0.110821098979677	0
Mapk9	-0.11079330260729	1
Sec22a	-0.110711217031273	1
Ms4a4a	-0.110624435772208	0.726698366116961
Hspa13	-0.110334648958254	1
Rasa2	-0.110196336568675	1
Gm43672	-0.110050793563164	1
Chfr	-0.109844473213741	1
Tob1	-0.109651321030946	1
Ndel1	-0.109464689536868	0.091014951333494
Tnks2	-0.108935106367441	1
Nlrp3	-0.10887662971477	0.235463910706544
1110038F14Rik	-0.108771241336593	1
Dennd1b	-0.108028795977953	1
Slc8b1	-0.108028795977953	1
Zfp943	-0.108028795977953	1
Abraxas1	-0.108028795977953	1
Zfp768	-0.108028795977953	1
Ptpn1	-0.107496828773958	0.311520997034102
Ogfrl1	-0.107306287267719	1
Snhg5	-0.107277978869729	1
Gm7609	-0.106994235129826	1
Pstpip2	-0.106861944538665	1
Eps8	-0.106365746755309	0.890836295201956
Rpl39l	-0.106365746755309	1
AA467197	-0.106365746755309	1
Rhou	-0.106365746755309	1
D730003I15Rik	-0.106365746755309	1
Rbm5	-0.106016468205996	0.664865473598621
Kdm3a	-0.105943473946531	1
Fkrp	-0.105640227483851	1
Tnfsf14	-0.105518547810951	1
Ddx52	-0.105411898759644	1
Nabp1	-0.104722273965973	1
Pgk1	-0.104612319108924	0.000253735811420543
Mus81	-0.103791803091483	1
Cd2	-0.103791803091483	1
S1pr3	-0.103791803091483	1
Cox5b-ps	-0.103791803091483	1
Spag9	-0.103243145529864	0.132734181250612
Scfd1	-0.10269008861191	1
Trim21	-0.102589056009825	1
Bag3	-0.102397221019729	1
Kdm5c	-0.102212498017634	1
Mbd2	-0.102132579169792	1
Rbm4	-0.101892270176	1
Pcgf3	-0.101892270176	1
Ildr1	-0.101892270176	1
Gm56817	-0.101117668793157	1
Cybb	-0.10082355058787	0.0622777362050675
Pcgf5	-0.100516671058621	1
Tapt1	-0.100432791001568	1
Cd82	-0.0994745079767039	1
Polr1h	-0.0992763219689898	1
Zfp617	-0.0992763219689898	1
1500015L24Rik	-0.0992763219689898	1
Ccdc189	-0.0992763219689898	1
Crybb1	-0.0992763219689898	1
Irf7	-0.099050290662344	0.410359864133966
Bid	-0.0988510618212126	1
Pkd1l2	-0.0988510618212126	1
Taldo1	-0.0985502012574633	0.514597133947336
Resf1	-0.0981397585014116	0.550644958848491
Stk26	-0.0979311516702404	1
Elf1	-0.097718291534966	1
Strn3	-0.0969054175062424	1
Nfil3	-0.0963816581826863	1
Psme2	-0.0963641388225218	0.951922004439817
Slamf8	-0.0963469909303179	1
Trdmt1	-0.0960974113014818	1
Ddx19b	-0.0954444603779629	1
Zscan26	-0.0954444603779629	1
Mon1b	-0.0954444603779629	1
Hmgcs1	-0.0950745859903741	1
Lrif1	-0.0950745859903741	1
Csrp2	-0.0950058845907611	1
Rufy2	-0.0949058398598934	1
Rnf213	-0.0947125091806208	0.910954427136731
Mapk7	-0.0940693736582388	1
Aig1	-0.0936773280820897	0.532326551144828
Micall1	-0.0934498588700232	1
Usp18	-0.0932658205183187	1
Ppp1r10	-0.0931966878522837	1
Irf5	-0.0928239243666212	0.817077728998337
Btbd19	-0.0927728021313284	1
Necap1	-0.0926512454862817	1
Cox7a2l	-0.0922245413995255	0.371376084770878
Zfp182	-0.0919177028031909	1
Ppp1r12a	-0.0917374798137621	1
Plekhf2	-0.0916592479402839	1
Fpr1	-0.0910526912608045	1
Zyx	-0.0909224811891097	0.0683873665744028
Serpinb6b	-0.089292233396367	0.819458959140687
Gbe1	-0.089292233396367	1
Adat2	-0.089292233396367	1
Zfp583	-0.089292233396367	1
Adarb1	-0.089292233396367	1
Bdnf	-0.089292233396367	1
A430046D13Rik	-0.089292233396367	1
Ptcd1	-0.089292233396367	1
Ddx59	-0.089292233396367	1
Zfp65	-0.089292233396367	1
Gm19585	-0.089292233396367	1
Kptn	-0.089292233396367	1
ENSMUSG00000121438	-0.089292233396367	1
Gm10516	-0.089292233396367	1
Pfn2	-0.089292233396367	1
Inafm2	-0.089292233396367	1
Gm26797	-0.089292233396367	1
Zfp707	-0.089292233396367	1
Usp54	-0.089292233396367	1
Gpr146	-0.0878538533760331	1
Leng8	-0.0878208461796997	1
Taf11	-0.0871243967136575	1
ENSMUSG00000121485	-0.0868925975131566	1
Phc2	-0.0863206668650769	1
Igf1r	-0.0862740418334529	1
Nrip1	-0.0862501763053243	1
Gxylt1	-0.08577774922013	1
N4bp2l1	-0.0855376573256994	1
Azi2	-0.0851761249241357	1
Clk1	-0.0849532976720303	1
Dpagt1	-0.084194365756688	1
Slc22a15	-0.084194365756688	1
Idnk	-0.0841259072276404	1
Zmym2	-0.0832304806091661	1
Ksr1	-0.0825975808223586	1
Agfg1	-0.0824181522989163	1
Lyn	-0.0823432704884367	1
Lpcat2	-0.0822718057185957	1
Birc3	-0.0816769342095487	1
Cblb	-0.0816386608529315	0.826872148448061
Etnk1	-0.0814239900630273	1
Mettl23	-0.0814239900630273	1
Trim26	-0.0813544139717272	1
Esco1	-0.0813164378193432	1
Fbxo4	-0.0812549143309498	1
Pnisr	-0.0810482393014585	1
Skil	-0.0809600153333852	1
Zfp944	-0.0808306546481706	1
Golim4	-0.0808306546481706	1
Ranbp6	-0.0808306546481706	1
Gtf3c1	-0.0800144198083561	1
Dleu2	-0.0799777459382048	1
Osgin2	-0.0798319041473008	1
Bbs5	-0.0795442568448058	1
Slc31a2	-0.0795442568448058	1
Ptpn2	-0.0792385687324444	1
Lmo4	-0.0788378757592014	1
Rps27rt	-0.0785658268033091	1
Picalm	-0.0785529943494536	0.740514532055502
Cd14	-0.0785497634823989	0.0084343919680605
Pde4b	-0.0784774392346287	0.65252256024605
Mief1	-0.0784448511593756	1
Prpf39	-0.0784448511593756	1
Cd53	-0.0782023588815295	0.148649718040334
Trbc2	-0.0777965945585387	1
Diablo	-0.0777965945585387	1
Tspan2	-0.0777965945585387	1
Uaca	-0.0777965945585387	1
Mocs1	-0.0777965945585387	1
Gm28707	-0.0777965945585387	1
Gsdmd	-0.0775412277040096	1
Homer1	-0.0771759470803107	1
Abhd1	-0.0770659310631076	1
Phf11a	-0.0769948745929832	1
Plcb2	-0.0762360805709208	1
Med26	-0.0752853754024884	1
Nr4a3	-0.0750783741766656	1
4833420G17Rik	-0.0750459835425034	1
Map2k1	-0.0749615260148688	1
Marchf7	-0.0748992519687956	1
Phf11d	-0.0747738358301006	1
Arl14ep	-0.0746454574319666	1
Rin2	-0.0746454574319651	1
Cxcl2	-0.0745419273249952	0.771366484099698
Pik3c2a	-0.0745264117283048	1
Gm49774	-0.0744762362669267	1
Fndc3a	-0.0742451753192913	1
Amz1	-0.0741853410061596	1
Malt1	-0.0739635804399236	0.901771572759256
Endod1	-0.073838580989855	1
Tle1	-0.0731725680330909	1
Slc8a1	-0.0730950058685658	1
Evi2b	-0.0730238442516178	1
Peli1	-0.0728977951456992	1
Tnfaip8l2	-0.0727212539021005	1
Scyl2	-0.0722762563807654	1
Zc3hav1	-0.0722060820564176	1
Ncf4	-0.0719200282218694	0.733237274750558
Rarg	-0.0718144365434126	1
Tmed7	-0.071611397342333	1
Ctsw	-0.0713703253991045	0.833712461065315
Gm4107	-0.0713703253991045	1
Papss1	-0.0713703253991045	1
2900076A07Rik	-0.0713703253991045	1
Zfp563	-0.0713703253991045	1
Zfhx2	-0.0713703253991045	1
Gm28192	-0.0713703253991045	1
H2ac6	-0.0713703253991045	1
Slc41a1	-0.0713703253991045	1
Dnajc18	-0.0713703253991045	1
Aff3	-0.0713703253991045	1
Clic4	-0.0711730067855322	1
Ccl2	-0.0709895382090713	0.046554435177328
Oas1b	-0.0705650253274626	1
Rictor	-0.0704546192173695	1
Gm13822	-0.0699770900992381	1
Tmem167b	-0.069729967017849	1
Cactin	-0.0695289785749374	1
Map2k3	-0.0689312799476877	1
Gm56517	-0.0688281308366513	1
Sft2d2	-0.0688281308366513	1
Lgals8	-0.0686559407020693	1
Ifi27	-0.068540955908431	1
Hipk2	-0.0684587299792012	1
Apobr	-0.0681464245248186	1
Grsf1	-0.0681464245248186	1
Atad2b	-0.0677980904958215	1
Pcdh7	-0.067265927066369	1
Hsd17b11	-0.067265927066369	1
Alg2	-0.067265927066369	1
Ggta1	-0.067107153606583	1
Dmtf1	-0.0670107860203616	1
Fam107b	-0.0666739307343494	1
Prnp	-0.0666167954284706	1
Rab33b	-0.0666167954284706	1
Pot1a	-0.0662086202833263	1
Epsti1	-0.0659897703790986	1
Batf3	-0.0655680393325708	1
Eif3f	-0.0652180984175101	0.0607158537499803
Znrf1	-0.0651965577789042	1
Tgoln1	-0.0647976714756187	1
Vrk1	-0.064650727592737	1
Fem1c	-0.0645042000998582	0.901825246173325
Cmas	-0.0644175647573383	1
Tmem268	-0.0644175647573383	1
Pgghg	-0.0644175647573383	1
Fam135a	-0.0644175647573383	1
Rrad	-0.0640549418973447	0.171749755138118
Slc29a3	-0.0640254747859375	1
Dnaja1	-0.0631083015927122	0.221644249643772
Bltp1	-0.0631067684914563	1
Zbtb33	-0.0629580855829044	1
Golga3	-0.0628386917779885	1
Rap2a	-0.0625558509242395	1
Ncf2	-0.0625111919902507	1
Ppard	-0.0623251857960978	1
Ppp4r3b	-0.0622583030144674	1
Gpd2	-0.0620874311744514	1
Hdac4	-0.0620707646613431	1
Arfgap1	-0.0619716273968553	1
Eif1	-0.0617501506426536	0.0179340758955185
Mindy3	-0.0616956690234224	1
Klf3	-0.061589304606519	1
P2ry14	-0.0614742892566048	1
Arhgdib	-0.0608484402856463	0.00432418467468786
Ankrd44	-0.0608094158419654	0.29575072232127
Mospd1	-0.0607230811995957	1
Asns	-0.0607230811995957	1
Mylpf	-0.0607230811995957	1
Acer3	-0.0605650555637638	0.846874225882845
Tor1aip1	-0.0604324789142169	0.590945759617738
Atp11c	-0.0603795414811291	1
Nfyb	-0.0603320539466573	1
Atg7	-0.0597908065042212	1
Abtb2	-0.0597751869204968	0.066742367200133
Rgs2	-0.0597201408567805	1
Dyrk2	-0.0594570038556044	1
Ccl25	-0.0594570038556044	1
Emd	-0.0593501375562307	1
Sec24d	-0.0592349995401876	1
Lrp10	-0.0592016520674111	1
Prr13	-0.058954738951843	0.766509819754252
Lamp2	-0.0586776066932494	0.625225671568914
Stx17	-0.0584312696916066	1
Pfkfb4	-0.057988113478358	1
4930599N23Rik	-0.0578491857454861	1
Tlk1	-0.057765727842424	1
Coro1a	-0.0574934376973711	1
Ddx6	-0.0572839972328256	0.945664941870933
Egln1	-0.0572122624024455	1
Zbtb11	-0.0571729224326868	1
Adprh	-0.0570535797531785	1
Ube2o	-0.0557396736853408	1
Glipr1	-0.055491945429347	1
Smim3	-0.0552362382051687	1
Phf8	-0.0550765180584542	1
Tspo	-0.0547794874270427	1
Ep300	-0.0544442126739956	1
Ms4a6b	-0.0544279700408391	0.0607158537499803
Dtx3l	-0.0543866184481665	1
Rplp0	-0.0543169586651115	0.123434309090037
Spaca9	-0.0542097742409215	1
Sbno2	-0.0537446547172706	1
Arf2	-0.0537131494370888	1
St7l	-0.0536683236656456	1
Slc28a2b	-0.0536683236656456	1
Wasl	-0.0535881717146882	1
Fam114a1	-0.0535105399895563	1
Apc	-0.05339128189026	1
Sema4a	-0.0531237254783292	1
Gpatch2l	-0.0527663573712536	1
Terf1	-0.0526857621341774	1
Mir142hg	-0.0526283670537307	1
Adipor1	-0.0523155856003968	1
Tpd52	-0.0521863992451108	0.551129575823219
Asb6	-0.0518175279777043	1
Slc25a30	-0.0518175279777043	1
Naf1	-0.051634107337842	1
Selenok	-0.0515683879696789	0.119834674098585
C2cd5	-0.0514707679614001	1
Rfxap	-0.0513243831973465	1
Ccnl1	-0.0511994309440246	0.97215206162303
Syk	-0.0510559440385582	1
Slc31a1	-0.0509384254942917	1
Mtpn	-0.0506893941726203	1
H13	-0.0506694165356734	1
Uap1	-0.0504729845058393	1
Nedd4l	-0.050410706763459	1
Sra1	-0.050410706763459	1
Tpgs1	-0.050410706763459	1
Atxn7	-0.0499966746065373	1
Herc4	-0.0497067813818967	1
Med21	-0.0496960590505718	1
Fbxo28	-0.0495825235943962	1
Higd2a	-0.0494777195502626	1
Traf1	-0.048650248899021	0.000353846839030275
Ctla4	-0.048650248899021	1
Gm31108	-0.048650248899021	1
Grm8	-0.048650248899021	1
Noc4l	-0.048650248899021	1
Cisd2	-0.048650248899021	1
Gm48065	-0.048650248899021	1
Lrrk1	-0.048650248899021	1
Gm48027	-0.048650248899021	1
Fgf7	-0.048650248899021	1
Fancf	-0.048650248899021	1
Cdk5rap3	-0.048650248899021	1
Nlrp12	-0.048650248899021	1
Dennd5a	-0.048650248899021	1
Ccdc117	-0.048650248899021	1
Casp7	-0.048650248899021	1
Fam117a	-0.048650248899021	1
Iba57	-0.048650248899021	1
Slc9a6	-0.048650248899021	1
Gm57404	-0.048650248899021	1
Pam16l	-0.048650248899021	1
5730405O15Rik	-0.048650248899021	1
Nnmt	-0.048650248899021	1
Iqcd	-0.048650248899021	1
1810024B03Rik	-0.048650248899021	1
5730424H11Rik	-0.048650248899021	1
Catspere2	-0.048650248899021	1
Star	-0.048650248899021	1
Sptbn2	-0.048650248899021	1
Ggact	-0.048650248899021	1
Gm56519	-0.048650248899021	1
Ank1	-0.048650248899021	1
Gm13748	-0.048650248899021	1
Lhfpl4	-0.048650248899021	1
Fblim1	-0.048650248899021	1
Nphp4	-0.048650248899021	1
Pkd2l2	-0.048650248899021	1
Ighd	-0.048650248899021	1
Gm15657	-0.048650248899021	1
6030443J06Rik	-0.048650248899021	1
1700023H06Rik	-0.048650248899021	1
Gm57170	-0.048650248899021	1
Dlg4	-0.048650248899021	1
Me1	-0.048650248899021	1
Sapcd2	-0.048650248899021	1
Cd6	-0.048650248899021	1
Slc27a4	-0.048650248899021	1
Zbed4	-0.048650248899021	1
Ehd2	-0.048650248899021	1
Xrcc5	-0.048650248899021	1
Gm50340	-0.048650248899021	1
Zbtb9	-0.048650248899021	1
9330160F10Rik	-0.048650248899021	1
Gm17586	-0.048650248899021	1
Klhdc1	-0.048650248899021	1
Gm44686	-0.048650248899021	1
Gm57236	-0.048650248899021	1
Apol9b	-0.048650248899021	1
Rab30	-0.048650248899021	1
Arid5b	-0.0484091769557933	1
Chd1	-0.0483215044425708	1
Bnip3	-0.0477729639581005	0.728674575520245
Bloc1s2	-0.0472281738298229	1
Stk40	-0.0470599179929277	1
Rras	-0.0470265064193572	1
Slc26a2	-0.0468569670759712	1
Ngly1	-0.0466860620185076	1
Stat3	-0.0465575327019532	1
Naaa	-0.0462424123886858	0.781420991448246
Pdcd1lg2	-0.0460390354424834	0.821532394212373
Lbr	-0.0460390354424834	1
Tmbim6	-0.0460076921118777	0.178258543632286
Rest	-0.0456161888093882	1
Whamm	-0.0455708559670495	1
Arfip1	-0.0455708559670495	1
Rchy1	-0.0453751168661607	1
Slco3a1	-0.0453751168661607	1
Tnfsf13	-0.0448981140379135	1
Kctd18	-0.0448981140379135	1
Abcd2	-0.0446034158363189	1
Sort1	-0.0446034158363189	1
Tbpl1	-0.0444946194077107	1
Srsf5	-0.0443372560279392	0.217049192176461
Gabpb2	-0.0442584797818634	1
Cnksr3	-0.0442584797818634	1
Rnf215	-0.0442584797818634	1
Fhip1b	-0.0438492626351997	1
Gm48161	-0.0438492626351997	1
Ltbr	-0.0437580941912443	1
Nfkbie	-0.0434700097933408	0.600641842864555
Atp7a	-0.0433559492295087	1
Dalrd3	-0.0433559492295087	1
D330023K18Rik	-0.0433559492295087	1
H2-Bl	-0.0429666103954379	1
Arhgap24	-0.0429666103954379	1
Tcf7l2	-0.0428601606955075	1
Hsdl2	-0.0425154627269201	1
Usp42	-0.0423912584273395	1
Eif2ak4	-0.0423912584273395	1
Rab32	-0.0423565068335349	1
Secisbp2l	-0.0421271253176875	1
Arhgap30	-0.0420368314409386	1
Zfp738	-0.0419865186180107	1
Filip1l	-0.0418610832363819	1
Atxn7l3	-0.0416863011492576	1
Grap2	-0.0409966763555862	1
Ist1	-0.040958591933349	1
Wipf1	-0.0406853279630516	1
Olfm4	-0.0405979766042883	0.653432727269844
Zcchc2	-0.0405979766042883	1
Prdx6	-0.0405699145218947	2.18065406588023e-07
Jun	-0.0403826329154209	0.0103550065242309
Fubp3	-0.0403826329154209	1
Sptlc2	-0.0403157656334976	1
Uhrf1bp1	-0.039661465671767	1
Tmem33	-0.0394317188696425	1
Atg13	-0.0389350940658104	1
Katnip	-0.0382034614639057	1
Gpr18	-0.0382034614639057	1
Pef1	-0.0377619327562853	1
Fzd5	-0.0377619327562853	1
Mcm9	-0.0377619327562853	1
Gm14455	-0.0377619327562853	1
Papss2	-0.0371546100611917	1
Cebpb	-0.0368122350223353	3.33740732221641e-06
Gm37168	-0.0364755349529186	1
Tox4	-0.0363299772631534	1
Vim	-0.0362800509730821	0.0153522552812564
Ms4a6d	-0.036205257003287	0.0420615240950678
Heatr6	-0.0361808969368045	1
Rab27a	-0.0361808969368045	1
Aldh3a2	-0.035711193191523	1
Dok3	-0.0352663517138563	1
Gm12743	-0.0348444493739909	1
Phf6	-0.0348444493739909	1
Prr5	-0.0348444493739909	1
Rhebl1	-0.0348444493739909	1
Coq4	-0.0348444493739909	1
Cbarp	-0.0348444493739909	1
Cxxc5	-0.0348444493739909	1
Ankle2	-0.0340034729346208	1
Zdhhc20	-0.0339237340866699	1
Max	-0.0336633645426638	1
Cbwd1	-0.0334904417280155	1
Gm53692	-0.0334904417280155	1
Mylip	-0.0332581984820389	1
Gripap1	-0.0332467802839241	1
Eif4enif1	-0.0331871315112173	1
Usp49	-0.0327087050300003	1
Zc3h12a	-0.0326052823237021	1
Ccdc25	-0.032542582047389	1
Tpm4	-0.032528726499764	1
Cyld	-0.0325005089056921	1
Cbr3	-0.0320673647034167	1
Gm57271	-0.0320673647034167	1
Gpbp1	-0.032054273156274	1
Tent4a	-0.0318419612124678	1
Gys1	-0.031372257467185	1
B3galnt2	-0.031372257467185	1
Plscr1	-0.0311812352834055	1
Tjap1	-0.0310776194510709	1
Smurf2	-0.0305697942736659	1
Tmem203	-0.0304571321330515	1
Rexo1	-0.0304264902801142	1
Car4	-0.0297912216477063	1
Rilp	-0.0297912216477063	1
Fbxo36	-0.0297912216477063	1
Zfp938	-0.0297912216477063	1
4930558N01Rik	-0.0297912216477063	1
Pigb	-0.0297912216477063	1
Aldoc	-0.0297912216477063	1
Eola1	-0.0297912216477048	1
Grk5	-0.0292448497264282	1
Mpnd	-0.0291978862328485	1
Serp1	-0.0291821811789804	0.925505961400683
Tuba1a	-0.0289156670519413	1
Bicra	-0.0288869940775915	1
Psmd9	-0.0288869940775915	1
Rasgrp4	-0.0284723669613905	1
H2-T10	-0.0283016035072187	1
Limk2	-0.0278916887322237	1
Tcf20	-0.0278916887322237	1
Gm15880	-0.0278916887322237	1
Ggps1	-0.0277810568514222	1
Faf2	-0.0277295972719235	1
1600020E01Rik	-0.0273976996704255	1
Fcgr1	-0.027121677833459	1
Med7	-0.027020232927478	1
Trub2	-0.0268956962584997	1
Krit1	-0.0267908149352823	1
Asprv1	-0.0265564780484043	1
Magi3	-0.0265564780484043	1
Gm35853	-0.0265564780484043	1
Xbp1	-0.0265138162203012	1
Rnaset2b	-0.0262824358705665	1
Edem3	-0.0261272322728813	1
Ilrun	-0.0260824919937459	1
Ncoa1	-0.0256984670138224	1
Klf11	-0.0255666357859808	1
Gstt1	-0.0255666357859793	0.546820826740306
Kdm1b	-0.0255666357859793	1
Gm17092	-0.0255666357859793	1
Gm31728	-0.0255666357859793	1
Gsg1	-0.0255666357859793	1
Rpgrip1l	-0.0255666357859793	1
Ccser2	-0.0249774199146546	1
Acot9	-0.0249774199146546	1
Zfp263	-0.0249418219863098	1
Rnf24	-0.0249016461264124	1
Dnajb12	-0.0244839377682688	1
Sap18b	-0.0237038917687901	1
Lsm10	-0.0234231025423522	1
Cep57	-0.0233902964972829	1
Rai1	-0.0232946746221265	1
Mrpl30	-0.0231523785063272	1
Macir	-0.0228718077079149	1
Flrt3	-0.0227968216094606	0.993264624798076
Golga7	-0.0227191729722035	1
Adgre4	-0.0226550403660766	1
Mmd	-0.0226550403660766	1
Inpp5k	-0.0226550403660766	1
Gm53681	-0.0226550403660766	1
Tlr5	-0.0226550403660766	1
Sec22b	-0.0225552999643027	1
Arnt	-0.0224979610430533	1
5730419F03Rik	-0.0224128894089147	1
Ier2	-0.0222417059789313	0.00238344539087764
Sod2	-0.0221903294453611	0.586248386969432
Xrn1	-0.0221780375378304	1
Unc13d	-0.0219822984369412	1
Zc3h11a	-0.0219822984369412	1
9330133O14Rik	-0.0219822984369412	1
Ppt1	-0.0217289495837327	1
Stambpl1	-0.0215141189615078	1
Slx4ip	-0.0215141189615078	1
Fcgr3	-0.021354384499065	1
Nkg7	-0.0211695124769146	0.773594501715318
Ciart	-0.0209052584161171	1
Hlcs	-0.0205266479846339	1
Phf21a	-0.0202684475291983	1
Il6ra	-0.0201867847753277	1
Foxo3	-0.0201229436672251	1
Tgfb1	-0.0195787991883969	0.0982245194206209
Cenpc1	-0.0194835837341363	1
Dnajc3	-0.019283915685684	1
Bmpr2	-0.0189029055049689	1
Cd28	-0.0189029055049689	1
Tnks1bp1	-0.0189029055049689	1
Bmx	-0.0189029055049689	1
Elmod3	-0.0189029055049689	1
Gm36913	-0.0189029055049689	1
4930405A21Rik	-0.0189029055049689	1
Gm12655	-0.0189029055049689	1
Shmt1	-0.0189029055049689	1
Gm29394	-0.0189029055049689	1
8030456M14Rik	-0.0189029055049689	1
